activity_id,assay_chembl_id,document_chembl_id,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
10855851,CHEMBL2020642,CHEMBL2016491,CHEMBL1761937,IC50,nM,10000.0,IC50,uM,10.0
10855852,CHEMBL2020642,CHEMBL2016491,CHEMBL1761942,IC50,nM,10000.0,IC50,uM,10.0
10855853,CHEMBL2020642,CHEMBL2016491,CHEMBL1277253,IC50,nM,10000.0,IC50,uM,10.0
10855854,CHEMBL2020642,CHEMBL2016491,CHEMBL1277254,IC50,nM,10000.0,IC50,uM,10.0
10855855,CHEMBL2020642,CHEMBL2016491,CHEMBL2018881,IC50,nM,10000.0,IC50,uM,10.0
10855856,CHEMBL2020642,CHEMBL2016491,CHEMBL2018882,IC50,nM,10000.0,IC50,uM,10.0
10855857,CHEMBL2020642,CHEMBL2016491,CHEMBL2018883,IC50,nM,10000.0,IC50,uM,10.0
10855858,CHEMBL2020642,CHEMBL2016491,CHEMBL2018884,IC50,nM,10000.0,IC50,uM,10.0
10855859,CHEMBL2020642,CHEMBL2016491,CHEMBL2018885,IC50,nM,10000.0,IC50,uM,10.0
10855860,CHEMBL2020642,CHEMBL2016491,CHEMBL2018886,IC50,nM,10000.0,IC50,uM,10.0
10883601,CHEMBL2033651,CHEMBL2029259,CHEMBL1229592,IC50,nM,6.18,IC50,nM,6.18
10883602,CHEMBL2033651,CHEMBL2029259,CHEMBL2032376,IC50,nM,1.16,IC50,nM,1.16
10883603,CHEMBL2033651,CHEMBL2029259,CHEMBL2032377,IC50,nM,4.99,IC50,nM,4.99
10883604,CHEMBL2033651,CHEMBL2029259,CHEMBL2032378,IC50,nM,29.5,IC50,nM,29.5
10883605,CHEMBL2033651,CHEMBL2029259,CHEMBL2032379,IC50,nM,16.4,IC50,nM,16.4
10883606,CHEMBL2033651,CHEMBL2029259,CHEMBL2032380,IC50,nM,1.47,IC50,nM,1.47
10883607,CHEMBL2033651,CHEMBL2029259,CHEMBL2029425,IC50,nM,3.52,IC50,nM,3.52
13833374,CHEMBL3091175,CHEMBL3085672,CHEMBL3088221,IC50,nM,1890.0,IC50,uM,1.89
13833375,CHEMBL3091175,CHEMBL3085672,CHEMBL3088222,IC50,nM,2580.0,IC50,uM,2.58
13833376,CHEMBL3091175,CHEMBL3085672,CHEMBL3088223,IC50,nM,12450.0,IC50,uM,12.45
13833377,CHEMBL3091175,CHEMBL3085672,CHEMBL3088224,IC50,nM,6130.0,IC50,uM,6.13
13833378,CHEMBL3091175,CHEMBL3085672,CHEMBL3088225,IC50,nM,10020.0,IC50,uM,10.02
13836306,CHEMBL3090914,CHEMBL3085763,CHEMBL3086065,IC50,nM,50000.0,IC50,uM,50.0
13851944,CHEMBL3095055,CHEMBL3091333,CHEMBL1173655,IC50,nM,0.78,IC50,nM,0.78
13851945,CHEMBL3095055,CHEMBL3091333,CHEMBL553,IC50,nM,1024.0,IC50,uM,1.024
13851946,CHEMBL3095055,CHEMBL3091333,CHEMBL3092305,IC50,nM,265.0,IC50,uM,0.265
13851947,CHEMBL3095055,CHEMBL3091333,CHEMBL3092304,IC50,nM,374.0,IC50,uM,0.374
13851948,CHEMBL3095055,CHEMBL3091333,CHEMBL3092303,IC50,nM,4212.0,IC50,uM,4.212
13851949,CHEMBL3095055,CHEMBL3091333,CHEMBL3092302,IC50,nM,2937.0,IC50,uM,2.937
13851950,CHEMBL3095055,CHEMBL3091333,CHEMBL3092301,IC50,nM,1594.0,IC50,uM,1.594
13851951,CHEMBL3095055,CHEMBL3091333,CHEMBL3092300,IC50,nM,5187.0,IC50,uM,5.187
13851952,CHEMBL3095055,CHEMBL3091333,CHEMBL3092299,IC50,nM,1891.0,IC50,uM,1.891
13851953,CHEMBL3095055,CHEMBL3091333,CHEMBL3092298,IC50,nM,5311.0,IC50,uM,5.311
13851954,CHEMBL3095055,CHEMBL3091333,CHEMBL3092297,IC50,nM,1824.0,IC50,uM,1.824
13851955,CHEMBL3095055,CHEMBL3091333,CHEMBL3092321,IC50,nM,5578.0,IC50,uM,5.578
13851956,CHEMBL3095055,CHEMBL3091333,CHEMBL3092320,IC50,nM,3121.0,IC50,uM,3.121
13851957,CHEMBL3095055,CHEMBL3091333,CHEMBL3092319,IC50,nM,2165.0,IC50,uM,2.165
15685156,CHEMBL3606404,CHEMBL3603765,CHEMBL3604931,IC50,nM,1800.0,IC50,uM,1.8
15685157,CHEMBL3606404,CHEMBL3603765,CHEMBL3604932,IC50,nM,10000.0,IC50,uM,10.0
15685158,CHEMBL3606404,CHEMBL3603765,CHEMBL3604933,IC50,nM,2000.0,IC50,uM,2.0
15685159,CHEMBL3606404,CHEMBL3603765,CHEMBL3604934,IC50,nM,10000.0,IC50,uM,10.0
15685160,CHEMBL3606404,CHEMBL3603765,CHEMBL3604935,IC50,nM,1800.0,IC50,uM,1.8
15685161,CHEMBL3606404,CHEMBL3603765,CHEMBL3604936,IC50,nM,2100.0,IC50,uM,2.1
15685162,CHEMBL3606404,CHEMBL3603765,CHEMBL3604937,IC50,nM,500.0,IC50,uM,0.5
15685163,CHEMBL3606404,CHEMBL3603765,CHEMBL3604938,IC50,nM,10000.0,IC50,uM,10.0
15685164,CHEMBL3606404,CHEMBL3603765,CHEMBL3604939,IC50,nM,3600.0,IC50,uM,3.6
15685165,CHEMBL3606404,CHEMBL3603765,CHEMBL3604940,IC50,nM,400.0,IC50,uM,0.4
15685166,CHEMBL3606404,CHEMBL3603765,CHEMBL3604941,IC50,nM,600.0,IC50,uM,0.6
15685167,CHEMBL3606404,CHEMBL3603765,CHEMBL3604943,IC50,nM,1.0,IC50,uM,0.001
15685168,CHEMBL3606404,CHEMBL3603765,CHEMBL3545308,IC50,nM,2.0,IC50,uM,0.002
15685169,CHEMBL3606404,CHEMBL3603765,CHEMBL939,IC50,nM,1.0,IC50,uM,0.001
15685170,CHEMBL3606404,CHEMBL3603765,CHEMBL1229592,IC50,nM,1.0,IC50,uM,0.001
15685171,CHEMBL3606405,CHEMBL3603765,CHEMBL3604919,IC50,nM,2500.0,IC50,uM,2.5
15685172,CHEMBL3606405,CHEMBL3603765,CHEMBL3604942,IC50,nM,4900.0,IC50,uM,4.9
15685173,CHEMBL3606405,CHEMBL3603765,CHEMBL1232944,IC50,nM,2200.0,IC50,uM,2.2
15685174,CHEMBL3606405,CHEMBL3603765,CHEMBL3604910,IC50,nM,2200.0,IC50,uM,2.2
15685175,CHEMBL3606405,CHEMBL3603765,CHEMBL3604911,IC50,nM,1100.0,IC50,uM,1.1
16588546,CHEMBL3807186,CHEMBL3804755,CHEMBL3805218,IC50,nM,25.86,IC50,nM,25.86
16588547,CHEMBL3807186,CHEMBL3804755,CHEMBL939,IC50,nM,2.6,IC50,nM,2.6
16588548,CHEMBL3807186,CHEMBL3804755,CHEMBL3806145,IC50,nM,57.8,IC50,nM,57.8
16588549,CHEMBL3807186,CHEMBL3804755,CHEMBL3806222,IC50,nM,58.8,IC50,nM,58.8
16588550,CHEMBL3807186,CHEMBL3804755,CHEMBL3806170,IC50,nM,16.7,IC50,nM,16.7
16588551,CHEMBL3807186,CHEMBL3804755,CHEMBL3805782,IC50,nM,20.5,IC50,nM,20.5
16588552,CHEMBL3807186,CHEMBL3804755,CHEMBL3805584,IC50,nM,473.6,IC50,nM,473.6
16588553,CHEMBL3807186,CHEMBL3804755,CHEMBL3805775,IC50,nM,247.2,IC50,nM,247.2
16588554,CHEMBL3807186,CHEMBL3804755,CHEMBL3805618,IC50,nM,1000.0,IC50,nM,1000.0
16588555,CHEMBL3807186,CHEMBL3804755,CHEMBL3805654,IC50,nM,351.8,IC50,nM,351.8
16588556,CHEMBL3807186,CHEMBL3804755,CHEMBL3805260,IC50,nM,363.3,IC50,nM,363.3
16588557,CHEMBL3807186,CHEMBL3804755,CHEMBL3806172,IC50,nM,232.3,IC50,nM,232.3
16588558,CHEMBL3807186,CHEMBL3804755,CHEMBL3805402,IC50,nM,1000.0,IC50,nM,1000.0
16588559,CHEMBL3807186,CHEMBL3804755,CHEMBL3805509,IC50,nM,23.7,IC50,nM,23.7
16588560,CHEMBL3807186,CHEMBL3804755,CHEMBL3805283,IC50,nM,29.1,IC50,nM,29.1
16588561,CHEMBL3807186,CHEMBL3804755,CHEMBL3806321,IC50,nM,416.1,IC50,nM,416.1
16588562,CHEMBL3807186,CHEMBL3804755,CHEMBL3805949,IC50,nM,313.6,IC50,nM,313.6
16588563,CHEMBL3807186,CHEMBL3804755,CHEMBL3805177,IC50,nM,102.6,IC50,nM,102.6
16588564,CHEMBL3807186,CHEMBL3804755,CHEMBL3805089,IC50,nM,184.5,IC50,nM,184.5
16588565,CHEMBL3807186,CHEMBL3804755,CHEMBL3805383,IC50,nM,82.5,IC50,nM,82.5
16903048,CHEMBL3882759,CHEMBL3882727,CHEMBL3918216,IC50,nM,100.0,pIC50,,7.0
16903049,CHEMBL3882759,CHEMBL3882727,CHEMBL3920947,IC50,nM,100.0,pIC50,,7.0
16903050,CHEMBL3882759,CHEMBL3882727,CHEMBL3952960,IC50,nM,1000.0,pIC50,,6.0
16903051,CHEMBL3882759,CHEMBL3882727,CHEMBL3950255,IC50,nM,1000.0,pIC50,,6.0
16903052,CHEMBL3882759,CHEMBL3882727,CHEMBL3915154,IC50,nM,1000.0,pIC50,,6.0
16903053,CHEMBL3882759,CHEMBL3882727,CHEMBL3912500,IC50,nM,1000.0,pIC50,,6.0
16903054,CHEMBL3882759,CHEMBL3882727,CHEMBL3938801,IC50,nM,1000.0,pIC50,,6.0
16903055,CHEMBL3882759,CHEMBL3882727,CHEMBL3918624,IC50,nM,100.0,pIC50,,7.0
16903056,CHEMBL3882759,CHEMBL3882727,CHEMBL3941932,IC50,nM,1000.0,pIC50,,6.0
16903057,CHEMBL3882759,CHEMBL3882727,CHEMBL3890964,IC50,nM,1000.0,pIC50,,6.0
16903058,CHEMBL3882759,CHEMBL3882727,CHEMBL3986972,IC50,nM,1000.0,pIC50,,6.0
16903059,CHEMBL3882759,CHEMBL3882727,CHEMBL3984255,IC50,nM,1000.0,pIC50,,6.0
16903060,CHEMBL3882759,CHEMBL3882727,CHEMBL3909461,IC50,nM,1000.0,pIC50,,6.0
16903061,CHEMBL3882759,CHEMBL3882727,CHEMBL3930103,IC50,nM,1000.0,pIC50,,6.0
16903062,CHEMBL3882759,CHEMBL3882727,CHEMBL3967147,IC50,nM,1000.0,pIC50,,6.0
16903063,CHEMBL3882759,CHEMBL3882727,CHEMBL3972920,IC50,nM,1000.0,pIC50,,6.0
16903064,CHEMBL3882759,CHEMBL3882727,CHEMBL3905860,IC50,nM,1000.0,pIC50,,6.0
16903065,CHEMBL3882759,CHEMBL3882727,CHEMBL3915699,IC50,nM,1000.0,pIC50,,6.0
16903066,CHEMBL3882759,CHEMBL3882727,CHEMBL3950746,IC50,nM,1000.0,pIC50,,6.0
16903067,CHEMBL3882759,CHEMBL3882727,CHEMBL3953421,IC50,nM,1000.0,pIC50,,6.0
17989491,CHEMBL3999847,CHEMBL3997839,CHEMBL343352,IC50,nM,10000.0,IC50,uM,10.0
17989516,CHEMBL3999847,CHEMBL3997839,CHEMBL4082840,IC50,nM,10000.0,IC50,uM,10.0
17989522,CHEMBL3999845,CHEMBL3997839,CHEMBL4082840,IC50,nM,117.5,IC50,nM,117.5
17989523,CHEMBL3999846,CHEMBL3997839,CHEMBL4082840,IC50,nM,174.9,IC50,nM,174.9
17989529,CHEMBL3999845,CHEMBL3997839,CHEMBL4088200,IC50,nM,127.8,IC50,nM,127.8
17989530,CHEMBL3999846,CHEMBL3997839,CHEMBL4088200,IC50,nM,146.2,IC50,nM,146.2
17989531,CHEMBL3999847,CHEMBL3997839,CHEMBL4088200,IC50,nM,10000.0,IC50,uM,10.0
17998402,CHEMBL4001767,CHEMBL4000215,CHEMBL3545308,IC50,nM,344.3,IC50,nM,344.3
17998403,CHEMBL4001767,CHEMBL4000215,CHEMBL3353410,IC50,nM,260.4,IC50,nM,260.4
17998404,CHEMBL4001767,CHEMBL4000215,CHEMBL3633143,IC50,nM,329.7,IC50,nM,329.7
17998405,CHEMBL4001767,CHEMBL4000215,CHEMBL4082515,IC50,nM,444.7,IC50,nM,444.7
17998406,CHEMBL4001767,CHEMBL4000215,CHEMBL4064475,IC50,nM,166.2,IC50,nM,166.2
17998407,CHEMBL4001767,CHEMBL4000215,CHEMBL4086000,IC50,nM,46.8,IC50,nM,46.8
17998408,CHEMBL4001767,CHEMBL4000215,CHEMBL4063421,IC50,nM,549.6,IC50,nM,549.6
17998409,CHEMBL4001767,CHEMBL4000215,CHEMBL4091276,IC50,nM,169.2,IC50,nM,169.2
17998410,CHEMBL4001767,CHEMBL4000215,CHEMBL4072048,IC50,nM,97.0,IC50,nM,97.0
17998411,CHEMBL4001767,CHEMBL4000215,CHEMBL4099008,IC50,nM,1000.0,IC50,nM,1000.0
17998412,CHEMBL4001767,CHEMBL4000215,CHEMBL4093766,IC50,nM,1000.0,IC50,nM,1000.0
17998413,CHEMBL4001767,CHEMBL4000215,CHEMBL4073062,IC50,nM,1000.0,IC50,nM,1000.0
17998414,CHEMBL4001767,CHEMBL4000215,CHEMBL4101484,IC50,nM,1000.0,IC50,nM,1000.0
18450540,CHEMBL4178350,CHEMBL4177539,CHEMBL4212326,IC50,nM,652.0,IC50,nM,652.0
18450541,CHEMBL4178350,CHEMBL4177539,CHEMBL4203072,IC50,,,IC50,,
18450542,CHEMBL4178350,CHEMBL4177539,CHEMBL4207951,IC50,nM,805.0,IC50,nM,805.0
18450543,CHEMBL4178350,CHEMBL4177539,CHEMBL3608429,IC50,nM,178.0,IC50,nM,178.0
18450544,CHEMBL4178350,CHEMBL4177539,CHEMBL4204566,IC50,nM,10000.0,IC50,uM,10.0
18450545,CHEMBL4178350,CHEMBL4177539,CHEMBL3608432,IC50,nM,1450.0,IC50,nM,1450.0
18450546,CHEMBL4178350,CHEMBL4177539,CHEMBL4216679,IC50,nM,160.0,IC50,nM,160.0
18450547,CHEMBL4178350,CHEMBL4177539,CHEMBL4218154,IC50,nM,649.0,IC50,nM,649.0
18450548,CHEMBL4178350,CHEMBL4177539,CHEMBL4208829,IC50,nM,673.0,IC50,nM,673.0
18450549,CHEMBL4178350,CHEMBL4177539,CHEMBL4205392,IC50,nM,83.0,IC50,nM,83.0
18450550,CHEMBL4178350,CHEMBL4177539,CHEMBL3989970,IC50,nM,307.0,IC50,nM,307.0
18450551,CHEMBL4178350,CHEMBL4177539,CHEMBL4213609,IC50,nM,750.0,IC50,nM,750.0
18450552,CHEMBL4178350,CHEMBL4177539,CHEMBL4206501,IC50,nM,152.0,IC50,nM,152.0
18450553,CHEMBL4178350,CHEMBL4177539,CHEMBL3545308,IC50,nM,1598.0,IC50,nM,1598.0
18450554,CHEMBL4178350,CHEMBL4177539,CHEMBL553,IC50,nM,11.0,IC50,nM,11.0
18450555,CHEMBL4178350,CHEMBL4177539,CHEMBL3883534,IC50,nM,6.0,IC50,nM,6.0
18450556,CHEMBL4178350,CHEMBL4177539,CHEMBL3786098,IC50,nM,5100.0,IC50,nM,5100.0
18450557,CHEMBL4178351,CHEMBL4177539,CHEMBL4213400,IC50,nM,78.0,IC50,nM,78.0
18450558,CHEMBL4178351,CHEMBL4177539,CHEMBL4206312,IC50,nM,29.0,IC50,nM,29.0
18450559,CHEMBL4178351,CHEMBL4177539,CHEMBL4213741,IC50,nM,280.0,IC50,nM,280.0
19112706,CHEMBL4370781,CHEMBL4368931,CHEMBL553,IC50,nM,60.0,IC50,uM,0.06
19114542,CHEMBL4371479,CHEMBL4371006,CHEMBL4470236,IC50,nM,3081.0,IC50,uM,3.081
19114555,CHEMBL4371479,CHEMBL4371006,CHEMBL4587811,IC50,nM,281.0,IC50,uM,0.281
19114631,CHEMBL4371479,CHEMBL4371006,CHEMBL4443828,IC50,nM,149.0,IC50,uM,0.149
19114742,CHEMBL4371479,CHEMBL4371006,CHEMBL4462318,IC50,nM,178.0,IC50,uM,0.178
19114772,CHEMBL4371479,CHEMBL4371006,CHEMBL4536115,IC50,nM,650.0,IC50,uM,0.65
19114797,CHEMBL4371479,CHEMBL4371006,CHEMBL4447225,IC50,nM,592.0,IC50,uM,0.592
19114831,CHEMBL4371479,CHEMBL4371006,CHEMBL4457733,IC50,nM,1128.0,IC50,uM,1.128
19122073,CHEMBL4373060,CHEMBL4371069,CHEMBL4468464,IC50,nM,12.0,IC50,nM,12.0
19122074,CHEMBL4373060,CHEMBL4371069,CHEMBL4454948,IC50,nM,4.0,IC50,nM,4.0
19122075,CHEMBL4373060,CHEMBL4371069,CHEMBL4515526,IC50,nM,6.0,IC50,nM,6.0
19122076,CHEMBL4373060,CHEMBL4371069,CHEMBL4460706,IC50,nM,12.0,IC50,nM,12.0
19122077,CHEMBL4373060,CHEMBL4371069,CHEMBL4436695,IC50,nM,5.0,IC50,nM,5.0
19122078,CHEMBL4373060,CHEMBL4371069,CHEMBL4563683,IC50,nM,15.0,IC50,nM,15.0
19122079,CHEMBL4373060,CHEMBL4371069,CHEMBL4584413,IC50,nM,12.0,IC50,nM,12.0
19122080,CHEMBL4373060,CHEMBL4371069,CHEMBL4578487,IC50,nM,8.0,IC50,nM,8.0
19122081,CHEMBL4373060,CHEMBL4371069,CHEMBL4575267,IC50,nM,26.0,IC50,nM,26.0
19122082,CHEMBL4373060,CHEMBL4371069,CHEMBL4521506,IC50,nM,4.0,IC50,nM,4.0
19122083,CHEMBL4373060,CHEMBL4371069,CHEMBL4476544,IC50,nM,4.0,IC50,nM,4.0
19122084,CHEMBL4373060,CHEMBL4371069,CHEMBL3787386,IC50,nM,7.0,IC50,nM,7.0
22782714,CHEMBL4707740,CHEMBL4706488,CHEMBL939,IC50,nM,777.1,IC50,nM,777.1
22782715,CHEMBL4707740,CHEMBL4706488,CHEMBL3353410,IC50,nM,0.6,IC50,nM,0.6
22782716,CHEMBL4707740,CHEMBL4706488,CHEMBL4787536,IC50,nM,234.4,IC50,nM,234.4
22782717,CHEMBL4707740,CHEMBL4706488,CHEMBL4778502,IC50,nM,146.9,IC50,nM,146.9
22782718,CHEMBL4707740,CHEMBL4706488,CHEMBL4798177,IC50,nM,43.1,IC50,nM,43.1
22782719,CHEMBL4707740,CHEMBL4706488,CHEMBL4786701,IC50,nM,155.7,IC50,nM,155.7
22782720,CHEMBL4707740,CHEMBL4706488,CHEMBL4753387,IC50,nM,111.6,IC50,nM,111.6
22782721,CHEMBL4707740,CHEMBL4706488,CHEMBL4798480,IC50,nM,212.7,IC50,nM,212.7
22782722,CHEMBL4707740,CHEMBL4706488,CHEMBL4558324,IC50,nM,2.7,IC50,nM,2.7
22782723,CHEMBL4707740,CHEMBL4706488,CHEMBL4788364,IC50,nM,143.4,IC50,nM,143.4
22786957,CHEMBL4708522,CHEMBL4706512,CHEMBL3786343,IC50,nM,1000.0,IC50,nM,1000.0
22786958,CHEMBL4708522,CHEMBL4706512,CHEMBL4762165,IC50,nM,1000.0,IC50,nM,1000.0
22786959,CHEMBL4708522,CHEMBL4706512,CHEMBL4787616,IC50,nM,1000.0,IC50,nM,1000.0
22786960,CHEMBL4708522,CHEMBL4706512,CHEMBL4779676,IC50,nM,1000.0,IC50,nM,1000.0
22786961,CHEMBL4708522,CHEMBL4706512,CHEMBL4789286,IC50,nM,1000.0,IC50,nM,1000.0
22809890,CHEMBL4713360,CHEMBL4706659,CHEMBL3353410,IC50,nM,3.4,IC50,nM,3.4
22809891,CHEMBL4713360,CHEMBL4706659,CHEMBL4796010,IC50,nM,0.26,IC50,nM,0.26
22809892,CHEMBL4713361,CHEMBL4706659,CHEMBL3353410,IC50,nM,5.1,IC50,nM,5.1
22809893,CHEMBL4713361,CHEMBL4706659,CHEMBL4796010,IC50,nM,1.1,IC50,nM,1.1
22809894,CHEMBL4713362,CHEMBL4706659,CHEMBL3353410,IC50,nM,22.01,IC50,nM,22.01
24724813,CHEMBL5114128,CHEMBL5113380,CHEMBL5197555,IC50,nM,100000.0,IC50,uM,100.0
24724814,CHEMBL5114128,CHEMBL5113380,CHEMBL5182712,IC50,nM,100000.0,IC50,uM,100.0
24724836,CHEMBL5114135,CHEMBL5113380,CHEMBL5192318,IC50,nM,1547.0,IC50,uM,1.547
24724837,CHEMBL5114135,CHEMBL5113380,CHEMBL5208825,IC50,nM,957.0,IC50,uM,0.9570000000000001
24724838,CHEMBL5114135,CHEMBL5113380,CHEMBL5206400,IC50,nM,1340.0,IC50,uM,1.34
24724839,CHEMBL5114136,CHEMBL5113380,CHEMBL5192318,IC50,nM,87.34,IC50,nM,87.34
24724840,CHEMBL5114136,CHEMBL5113380,CHEMBL5208825,IC50,nM,75.42,IC50,nM,75.42
24724841,CHEMBL5114136,CHEMBL5113380,CHEMBL5206400,IC50,nM,82.76,IC50,nM,82.76
24724842,CHEMBL5114136,CHEMBL5113380,CHEMBL4531109,IC50,nM,4500.0,IC50,uM,4.5
24724843,CHEMBL5114136,CHEMBL5113380,CHEMBL4795574,IC50,nM,10000.0,IC50,uM,10.0
24725241,CHEMBL5114231,CHEMBL5113380,CHEMBL4531109,IC50,nM,370.0,IC50,uM,0.37
24725242,CHEMBL5114231,CHEMBL5113380,CHEMBL4795574,IC50,nM,10000.0,IC50,uM,10.0
24726356,CHEMBL5114499,CHEMBL5113388,CHEMBL3545311,IC50,nM,74.8,IC50,nM,74.8
24726357,CHEMBL5114499,CHEMBL5113388,CHEMBL5206715,IC50,nM,10.4,IC50,nM,10.4
24726358,CHEMBL5114500,CHEMBL5113388,CHEMBL3545311,IC50,nM,28.3,IC50,nM,28.3
24726359,CHEMBL5114500,CHEMBL5113388,CHEMBL5206715,IC50,nM,3.1,IC50,nM,3.1
24726360,CHEMBL5114501,CHEMBL5113388,CHEMBL3545311,IC50,nM,10.5,IC50,nM,10.5
24726361,CHEMBL5114501,CHEMBL5113388,CHEMBL5206715,IC50,nM,0.9,IC50,nM,0.9
24726362,CHEMBL5114502,CHEMBL5113388,CHEMBL3545311,IC50,nM,0.7,IC50,nM,0.7
24726363,CHEMBL5114502,CHEMBL5113388,CHEMBL5206715,IC50,nM,0.1,IC50,nM,0.1
24976296,CHEMBL5224781,CHEMBL5223114,CHEMBL5273197,IC50,nM,13.2,IC50,nM,13.2
24976297,CHEMBL5224781,CHEMBL5223114,CHEMBL5266919,IC50,nM,25.7,IC50,nM,25.7
24976298,CHEMBL5224781,CHEMBL5223114,CHEMBL3353410,IC50,nM,0.25,IC50,nM,0.25
24977513,CHEMBL5225060,CHEMBL5223127,CHEMBL5270423,IC50,nM,1000.0,IC50,nM,1000.0
24977514,CHEMBL5225060,CHEMBL5223127,CHEMBL5285159,IC50,nM,1000.0,IC50,nM,1000.0
24977515,CHEMBL5225060,CHEMBL5223127,CHEMBL5280251,IC50,nM,1000.0,IC50,nM,1000.0
24977516,CHEMBL5225060,CHEMBL5223127,CHEMBL2403108,IC50,nM,1000.0,IC50,nM,1000.0
24981228,CHEMBL5226041,CHEMBL5223180,CHEMBL5274267,IC50,nM,10000.0,IC50,uM,10.0
24981337,CHEMBL5226148,CHEMBL5223181,CHEMBL301018,IC50,nM,9.0,IC50,nM,9.0
24981338,CHEMBL5226148,CHEMBL5223181,CHEMBL5272200,IC50,nM,5.3,IC50,nM,5.3
24984416,CHEMBL5227275,CHEMBL5226297,CHEMBL554,IC50,nM,10.2,IC50,nM,10.2
24985438,CHEMBL5227743,CHEMBL5226311,CHEMBL5282499,IC50,nM,4900.0,IC50,uM,4.9
24987115,CHEMBL5228411,CHEMBL5226328,CHEMBL553,IC50,nM,48.0,IC50,nM,48.0
24987116,CHEMBL5228411,CHEMBL5226328,CHEMBL4163321,IC50,nM,320.0,IC50,uM,0.32
24987506,CHEMBL5228534,CHEMBL5226337,CHEMBL5281486,IC50,nM,4180.0,IC50,uM,4.18
24987532,CHEMBL5228551,CHEMBL5226337,CHEMBL5288191,IC50,nM,5827.0,IC50,uM,5.827
24987549,CHEMBL5228560,CHEMBL5226338,CHEMBL5186583,IC50,nM,93.0,IC50,uM,0.093
24987550,CHEMBL5228560,CHEMBL5226338,CHEMBL5283543,IC50,nM,75.2,IC50,nM,75.2
24987551,CHEMBL5228560,CHEMBL5226338,CHEMBL5284528,IC50,nM,867.0,IC50,uM,0.867
24987552,CHEMBL5228560,CHEMBL5226338,CHEMBL5206193,IC50,nM,31.2,IC50,nM,31.2
25691176,CHEMBL5382278,CHEMBL5380802,CHEMBL5436101,IC50,nM,65.0,IC50,nM,65.0
25691177,CHEMBL5382278,CHEMBL5380802,CHEMBL5394139,IC50,nM,3.0,IC50,nM,3.0
25691178,CHEMBL5382278,CHEMBL5380802,CHEMBL5423938,IC50,nM,23.0,IC50,nM,23.0
25691179,CHEMBL5382278,CHEMBL5380802,CHEMBL5437181,IC50,nM,41.0,IC50,nM,41.0
25691180,CHEMBL5382278,CHEMBL5380802,CHEMBL5417638,IC50,nM,52.0,IC50,nM,52.0
25691181,CHEMBL5382278,CHEMBL5380802,CHEMBL5436057,IC50,nM,304.0,IC50,nM,304.0
25691182,CHEMBL5382278,CHEMBL5380802,CHEMBL5427116,IC50,nM,124.0,IC50,nM,124.0
25691183,CHEMBL5382278,CHEMBL5380802,CHEMBL5406494,IC50,nM,14.0,IC50,nM,14.0
25691184,CHEMBL5382278,CHEMBL5380802,CHEMBL5435463,IC50,nM,2.0,IC50,nM,2.0
25691185,CHEMBL5382278,CHEMBL5380802,CHEMBL5430958,IC50,nM,7.0,IC50,nM,7.0
25691186,CHEMBL5382278,CHEMBL5380802,CHEMBL5409123,IC50,nM,7.0,IC50,nM,7.0
25691187,CHEMBL5382278,CHEMBL5380802,CHEMBL5428368,IC50,nM,14.0,IC50,nM,14.0
25691188,CHEMBL5382278,CHEMBL5380802,CHEMBL5440626,IC50,nM,2.0,IC50,nM,2.0
25691189,CHEMBL5382278,CHEMBL5380802,CHEMBL5422135,IC50,nM,2.0,IC50,nM,2.0
25691190,CHEMBL5382278,CHEMBL5380802,CHEMBL5437343,IC50,nM,6.0,IC50,nM,6.0
25691191,CHEMBL5382278,CHEMBL5380802,CHEMBL5406792,IC50,nM,6.0,IC50,nM,6.0
25691192,CHEMBL5382278,CHEMBL5380802,CHEMBL5429838,IC50,nM,19.0,IC50,nM,19.0
25691193,CHEMBL5382278,CHEMBL5380802,CHEMBL5400012,IC50,nM,32.0,IC50,nM,32.0
25691194,CHEMBL5382278,CHEMBL5380802,CHEMBL5441041,IC50,nM,13.0,IC50,nM,13.0
25691195,CHEMBL5382278,CHEMBL5380802,CHEMBL5432716,IC50,nM,8.0,IC50,nM,8.0
26212542,CHEMBL5647849,CHEMBL5647683,CHEMBL1173655,IC50,nM,0.7,IC50,nM,0.7
26212543,CHEMBL5647849,CHEMBL5647683,CHEMBL554,IC50,nM,63.0,IC50,nM,63.0
26212544,CHEMBL5647849,CHEMBL5647683,CHEMBL31965,IC50,nM,1.0,IC50,nM,1.0
26212545,CHEMBL5647849,CHEMBL5647683,CHEMBL939,IC50,nM,5.0,IC50,nM,5.0
26212546,CHEMBL5647849,CHEMBL5647683,CHEMBL553,IC50,nM,40.0,IC50,nM,40.0
26212547,CHEMBL5647850,CHEMBL5647683,CHEMBL1173655,IC50,nM,99.0,IC50,nM,99.0
26212548,CHEMBL5647850,CHEMBL5647683,CHEMBL554,IC50,nM,4000.0,IC50,nM,4000.0
26212549,CHEMBL5647850,CHEMBL5647683,CHEMBL31965,IC50,nM,101.0,IC50,nM,101.0
26212550,CHEMBL5647850,CHEMBL5647683,CHEMBL939,IC50,nM,4000.0,IC50,nM,4000.0
26212551,CHEMBL5647850,CHEMBL5647683,CHEMBL553,IC50,nM,4000.0,IC50,nM,4000.0
26212552,CHEMBL5647851,CHEMBL5647683,CHEMBL1173655,IC50,nM,327.0,IC50,nM,327.0
