molecule_chembl_id,ic50_nM,pic50,smiles,inchi
CHEMBL4788364,143.4,6.843450848668218,C=CC(=O)Nc1cccc(Nc2cc(-n3c(CCCO)nnc3-c3ccc(F)cc3)ccn2)c1,"InChI=1S/C25H23FN6O2/c1-2-24(34)29-20-6-3-5-19(15-20)28-22-16-21(12-13-27-22)32-23(7-4-14-33)30-31-25(32)17-8-10-18(26)11-9-17/h2-3,5-6,8-13,15-16,33H,1,4,7,14H2,(H,27,28)(H,29,34)"
CHEMBL4796010,0.68,9.167491087293763,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C,"InChI=1S/C29H32N6O3S/c1-5-28(36)31-24-16-23(26(38-4)17-27(24)39(37)15-14-34(2)3)33-29-30-13-12-22(32-29)21-18-35(19-10-11-19)25-9-7-6-8-20(21)25/h5-9,12-13,16-19H,1,10-11,14-15H2,2-4H3,(H,31,36)(H,30,32,33)"
CHEMBL4798177,43.1,7.365522729839268,C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N(C)CCN(C)C,"InChI=1S/C29H33FN8O2S/c1-7-27(39)33-22-17-23(25(40-5)18-24(22)37(4)15-14-36(2)3)32-26-16-21(12-13-31-26)38-28(34-35-29(38)41-6)19-8-10-20(30)11-9-19/h7-13,16-18H,1,14-15H2,2-6H3,(H,31,32)(H,33,39)"
CHEMBL4798480,212.7,6.672232510097271,C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)ccc1N(C)CCN(C)C,"InChI=1S/C28H31FN8OS/c1-6-26(38)32-23-17-21(11-12-24(23)36(4)16-15-35(2)3)31-25-18-22(13-14-30-25)37-27(33-34-28(37)39-5)19-7-9-20(29)10-8-19/h6-14,17-18H,1,15-16H2,2-5H3,(H,30,31)(H,32,38)"
CHEMBL5206715,2.0,8.698970004336019,CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(CCS(C)(=O)=O)CC2)CC1,"InChI=1S/C35H47BrN9O4PS/c1-6-24-21-29(31(49-2)22-30(24)45-13-9-25(10-14-45)44-17-15-43(16-18-44)19-20-51(5,47)48)41-35-39-23-26(36)34(42-35)40-28-8-7-27-32(38-12-11-37-27)33(28)50(3,4)46/h7-8,11-12,21-23,25H,6,9-10,13-20H2,1-5H3,(H2,39,40,41,42)"
CHEMBL5394139,3.0,8.522878745280337,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CC4)c23)c1,"InChI=1S/C24H20N4O2/c1-2-19(29)27-18-10-6-9-16(13-18)20-21-23(28-17-11-12-17)25-14-26-24(21)30-22(20)15-7-4-3-5-8-15/h2-10,13-14,17H,1,11-12H2,(H,27,29)(H,25,26,28)"
CHEMBL5400012,32.0,7.494850021680094,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCOCC4)nc3)oc3ncnc(NC4CCCC4)c23)c1,"InChI=1S/C29H30N6O3/c1-2-24(36)33-22-9-5-6-19(16-22)25-26-28(34-21-7-3-4-8-21)31-18-32-29(26)38-27(25)20-10-11-23(30-17-20)35-12-14-37-15-13-35/h2,5-6,9-11,16-18,21H,1,3-4,7-8,12-15H2,(H,33,36)(H,31,32,34)"
CHEMBL5406494,14.0,7.853871964321762,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N(C)C)cc3)oc3ncnc(NCCO)c23)c1,"InChI=1S/C25H25N5O3/c1-4-20(32)29-18-7-5-6-17(14-18)21-22-24(26-12-13-31)27-15-28-25(22)33-23(21)16-8-10-19(11-9-16)30(2)3/h4-11,14-15,31H,1,12-13H2,2-3H3,(H,29,32)(H,26,27,28)"
CHEMBL5406792,6.0,8.221848749616356,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)oc3ncnc(NC)c23)c1,"InChI=1S/C27H28N6O2/c1-4-22(34)31-20-7-5-6-19(16-20)23-24-26(28-2)29-17-30-27(24)35-25(23)18-8-10-21(11-9-18)33-14-12-32(3)13-15-33/h4-11,16-17H,1,12-15H2,2-3H3,(H,31,34)(H,28,29,30)"
CHEMBL5409123,7.0,8.154901959985743,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N(C)CCN(C)C)cc3)oc3ncnc(NCCO)c23)c1,"InChI=1S/C28H32N6O3/c1-5-23(36)32-21-8-6-7-20(17-21)24-25-27(29-13-16-35)30-18-31-28(25)37-26(24)19-9-11-22(12-10-19)34(4)15-14-33(2)3/h5-12,17-18,35H,1,13-16H2,2-4H3,(H,32,36)(H,29,30,31)"
CHEMBL5417638,52.0,7.2839966563652,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCCC4)c23)c1,"InChI=1S/C27H26N4O2/c1-2-22(32)30-21-15-9-12-19(16-21)23-24-26(31-20-13-7-4-8-14-20)28-17-29-27(24)33-25(23)18-10-5-3-6-11-18/h2-3,5-6,9-12,15-17,20H,1,4,7-8,13-14H2,(H,30,32)(H,28,29,31)"
CHEMBL5422135,2.0,8.698970004336019,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,"InChI=1S/C34H34N6O3/c1-3-29(42)37-26-11-7-10-25(20-26)30-31-33(38-28(21-41)23-8-5-4-6-9-23)35-22-36-34(31)43-32(30)24-12-14-27(15-13-24)40-18-16-39(2)17-19-40/h3-15,20,22,28,41H,1,16-19,21H2,2H3,(H,37,42)(H,35,36,38)"
CHEMBL5423938,23.0,7.638272163982407,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CCC4)c23)c1,"InChI=1S/C25H22N4O2/c1-2-20(30)28-19-13-6-10-17(14-19)21-22-24(29-18-11-7-12-18)26-15-27-25(22)31-23(21)16-8-4-3-5-9-16/h2-6,8-10,13-15,18H,1,7,11-12H2,(H,28,30)(H,26,27,29)"
CHEMBL5427116,124.0,6.906578314837765,CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)c1,"InChI=1S/C29H31N5O2/c1-34(2)17-9-16-24(35)32-23-15-8-12-21(18-23)25-26-28(33-22-13-6-7-14-22)30-19-31-29(26)36-27(25)20-10-4-3-5-11-20/h3-5,8-12,15-16,18-19,22H,6-7,13-14,17H2,1-2H3,(H,32,35)(H,30,31,33)"
CHEMBL5428368,14.0,7.853871964321762,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCOCC4)cc3)oc3ncnc(NC4CCCC4)c23)c1,"InChI=1S/C30H31N5O3/c1-2-25(36)33-23-9-5-6-21(18-23)26-27-29(34-22-7-3-4-8-22)31-19-32-30(27)38-28(26)20-10-12-24(13-11-20)35-14-16-37-17-15-35/h2,5-6,9-13,18-19,22H,1,3-4,7-8,14-17H2,(H,33,36)(H,31,32,34)"
CHEMBL5429838,19.0,7.721246399047171,C=CC(=O)Nc1cccc(-c2c(-c3ccncc3)oc3ncnc(NC4CCCC4)c23)c1,"InChI=1S/C25H23N5O2/c1-2-20(31)29-19-9-5-6-17(14-19)21-22-24(30-18-7-3-4-8-18)27-15-28-25(22)32-23(21)16-10-12-26-13-11-16/h2,5-6,9-15,18H,1,3-4,7-8H2,(H,29,31)(H,27,28,30)"
CHEMBL5430958,7.0,8.154901959985743,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)oc3ncnc(NCCO)c23)c1,"InChI=1S/C28H30N6O3/c1-3-23(36)32-21-6-4-5-20(17-21)24-25-27(29-11-16-35)30-18-31-28(25)37-26(24)19-7-9-22(10-8-19)34-14-12-33(2)13-15-34/h3-10,17-18,35H,1,11-16H2,2H3,(H,32,36)(H,29,30,31)"
CHEMBL5432716,8.0,8.096910013008056,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N1CCOCC1,"InChI=1S/C30H31N5O3/c1-2-25(36)34-23-18-21(12-13-24(23)35-14-16-37-17-15-35)26-27-29(33-22-10-6-7-11-22)31-19-32-30(27)38-28(26)20-8-4-3-5-9-20/h2-5,8-9,12-13,18-19,22H,1,6-7,10-11,14-17H2,(H,34,36)(H,31,32,33)"
CHEMBL5435463,2.0,8.698970004336019,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCOCC4)cc3)oc3ncnc(NCCO)c23)c1,"InChI=1S/C27H27N5O4/c1-2-22(34)31-20-5-3-4-19(16-20)23-24-26(28-10-13-33)29-17-30-27(24)36-25(23)18-6-8-21(9-7-18)32-11-14-35-15-12-32/h2-9,16-17,33H,1,10-15H2,(H,31,34)(H,28,29,30)"
CHEMBL5436057,304.0,6.517126416391246,CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NCCO)c23)c1,"InChI=1S/C26H27N5O3/c1-31(2)14-7-12-21(33)30-20-11-6-10-19(16-20)22-23-25(27-13-15-32)28-17-29-26(23)34-24(22)18-8-4-3-5-9-18/h3-12,16-17,32H,13-15H2,1-2H3,(H,30,33)(H,27,28,29)"
CHEMBL5436101,65.0,7.187086643357144,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC(C)C)c23)c1,"InChI=1S/C24H22N4O2/c1-4-19(29)28-18-12-8-11-17(13-18)20-21-23(27-15(2)3)25-14-26-24(21)30-22(20)16-9-6-5-7-10-16/h4-15H,1H2,2-3H3,(H,28,29)(H,25,26,27)"
CHEMBL5437181,41.0,7.387216143280264,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)c1,"InChI=1S/C26H24N4O2/c1-2-21(31)29-20-14-8-11-18(15-20)22-23-25(30-19-12-6-7-13-19)27-16-28-26(23)32-24(22)17-9-4-3-5-10-17/h2-5,8-11,14-16,19H,1,6-7,12-13H2,(H,29,31)(H,27,28,30)"
CHEMBL5437343,6.0,8.221848749616356,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)oc3ncnc(NC4CCCCC4)c23)c1,"InChI=1S/C32H36N6O2/c1-3-27(39)35-25-11-7-8-23(20-25)28-29-31(36-24-9-5-4-6-10-24)33-21-34-32(29)40-30(28)22-12-14-26(15-13-22)38-18-16-37(2)17-19-38/h3,7-8,11-15,20-21,24H,1,4-6,9-10,16-19H2,2H3,(H,35,39)(H,33,34,36)"
CHEMBL5440626,2.0,8.698970004336019,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)oc3ncnc(NC4CCCC4)c23)c1,"InChI=1S/C31H34N6O2/c1-3-26(38)34-24-10-6-7-22(19-24)27-28-30(35-23-8-4-5-9-23)32-20-33-31(28)39-29(27)21-11-13-25(14-12-21)37-17-15-36(2)16-18-37/h3,6-7,10-14,19-20,23H,1,4-5,8-9,15-18H2,2H3,(H,34,38)(H,32,33,35)"
CHEMBL5441041,13.0,7.886056647693163,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)nc3)oc3ncnc(NC4CCCC4)c23)c1,"InChI=1S/C30H33N7O2/c1-3-25(38)34-23-10-6-7-20(17-23)26-27-29(35-22-8-4-5-9-22)32-19-33-30(27)39-28(26)21-11-12-24(31-18-21)37-15-13-36(2)14-16-37/h3,6-7,10-12,17-19,22H,1,4-5,8-9,13-16H2,2H3,(H,34,38)(H,32,33,35)"
CHEMBL553,30.25,7.519274621011513,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)"
CHEMBL554,2031.5,5.692183173337569,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,"InChI=1S/C29H26ClFN4O4S/c1-40(36,37)12-11-32-16-23-7-10-27(39-23)20-5-8-26-24(14-20)29(34-18-33-26)35-22-6-9-28(25(30)15-22)38-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,32H,11-12,16-17H2,1H3,(H,33,34,35)"
CHEMBL6103174,76.7,7.115204636051019,O=C(/C=C/c1ccccc1)Nc1cccc(Nc2nc(Nc3ccc4[nH]c(=O)oc4c3)ncc2Cl)c1,"InChI=1S/C26H19ClN6O3/c27-20-15-28-25(31-19-10-11-21-22(14-19)36-26(35)32-21)33-24(20)30-18-8-4-7-17(13-18)29-23(34)12-9-16-5-2-1-3-6-16/h1-15H,(H,29,34)(H,32,35)(H2,28,30,31,33)"
CHEMBL6134398,44.8,7.348721986001856,Cn1cc(Nc2ncc(Cl)c(Nc3cccc(NC(=O)/C=C/c4ccccc4)c3)n2)cn1,"InChI=1S/C23H20ClN7O/c1-31-15-19(13-26-31)29-23-25-14-20(24)22(30-23)28-18-9-5-8-17(12-18)27-21(32)11-10-16-6-3-2-4-7-16/h2-15H,1H3,(H,27,32)(H2,25,28,29,30)"
CHEMBL6142527,43.6,7.360513510731414,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)ncc2Cl)c1,"InChI=1S/C25H26ClN7O2/c1-3-23(35)28-19-5-4-6-20(15-19)29-24-22(26)16-27-25(31-24)30-18-7-9-21(10-8-18)33-13-11-32(12-14-33)17(2)34/h3-10,15-16H,1,11-14H2,2H3,(H,28,35)(H2,27,29,30,31)"
CHEMBL6144365,63.5,7.197226274708024,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4[nH]c(=O)oc4c3)ncc2Cl)c1,"InChI=1S/C20H15ClN6O3/c1-2-17(28)23-11-4-3-5-12(8-11)24-18-14(21)10-22-19(27-18)25-13-6-7-15-16(9-13)30-20(29)26-15/h2-10H,1H2,(H,23,28)(H,26,29)(H2,22,24,25,27)"
CHEMBL6144434,59.2,7.22767829327708,CCC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(C)n(C)nc4c3)ncc2Cl)c1,"InChI=1S/C22H22ClN7O/c1-4-20(31)25-14-6-5-7-15(10-14)26-21-18(23)12-24-22(28-21)27-16-8-9-17-13(2)30(3)29-19(17)11-16/h5-12H,4H2,1-3H3,(H,25,31)(H2,24,26,27,28)"
CHEMBL6147522,114.0,6.943095148663527,CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Nc4cccc(NC(=O)CCl)c4)n3)cc2)CC1,"InChI=1S/C24H25Cl2N7O2/c1-16(34)32-9-11-33(12-10-32)20-7-5-17(6-8-20)30-24-27-15-21(26)23(31-24)29-19-4-2-3-18(13-19)28-22(35)14-25/h2-8,13,15H,9-12,14H2,1H3,(H,28,35)(H2,27,29,30,31)"
CHEMBL6149229,43.1,7.365522729839268,O=C(CCl)Nc1cccc(Nc2nc(Nc3ccc4[nH]c(=O)oc4c3)ncc2Cl)c1,"InChI=1S/C19H14Cl2N6O3/c20-8-16(28)23-10-2-1-3-11(6-10)24-17-13(21)9-22-18(27-17)25-12-4-5-14-15(7-12)30-19(29)26-14/h1-7,9H,8H2,(H,23,28)(H,26,29)(H2,22,24,25,27)"
CHEMBL6149588,97.8,7.009661145212399,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(C)n(C)nc4c3)ncc2Cl)c1,"InChI=1S/C22H20ClN7O/c1-4-20(31)25-14-6-5-7-15(10-14)26-21-18(23)12-24-22(28-21)27-16-8-9-17-13(2)30(3)29-19(17)11-16/h4-12H,1H2,2-3H3,(H,25,31)(H2,24,26,27,28)"
CHEMBL6150187,26.95,7.569441230477243,CCC(=O)Nc1cccc(Nc2nc(Nc3cnn(C)c3)ncc2Cl)c1,"InChI=1S/C17H18ClN7O/c1-3-15(26)21-11-5-4-6-12(7-11)22-16-14(18)9-19-17(24-16)23-13-8-20-25(2)10-13/h4-10H,3H2,1-2H3,(H,21,26)(H2,19,22,23,24)"
CHEMBL6160060,116.0,6.935542010773082,CCC(=O)Nc1cccc(Nc2nc(Nc3ccc4[nH]c(=O)oc4c3)ncc2Cl)c1,"InChI=1S/C20H17ClN6O3/c1-2-17(28)23-11-4-3-5-12(8-11)24-18-14(21)10-22-19(27-18)25-13-6-7-15-16(9-13)30-20(29)26-15/h3-10H,2H2,1H3,(H,23,28)(H,26,29)(H2,22,24,25,27)"
CHEMBL6163246,87.8,7.056505484093897,CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Nc4cccc(NC(=O)/C=C/c5ccccc5)c4)n3)cc2)CC1,"InChI=1S/C31H30ClN7O2/c1-22(40)38-16-18-39(19-17-38)27-13-11-24(12-14-27)36-31-33-21-28(32)30(37-31)35-26-9-5-8-25(20-26)34-29(41)15-10-23-6-3-2-4-7-23/h2-15,20-21H,16-19H2,1H3,(H,34,41)(H2,33,35,36,37)"
CHEMBL6165980,78.9,7.102922996790579,Cc1c2ccc(Nc3ncc(Cl)c(Nc4cccc(NC(=O)CCl)c4)n3)cc2nn1C,"InChI=1S/C21H19Cl2N7O/c1-12-16-7-6-15(9-18(16)29-30(12)2)27-21-24-11-17(23)20(28-21)26-14-5-3-4-13(8-14)25-19(31)10-22/h3-9,11H,10H2,1-2H3,(H,25,31)(H2,24,26,27,28)"
CHEMBL6168204,41.6,7.380906669373257,Cn1cc(Nc2ncc(Cl)c(Nc3cccc(NC(=O)CCl)c3)n2)cn1,"InChI=1S/C16H15Cl2N7O/c1-25-9-12(7-20-25)23-16-19-8-13(18)15(24-16)22-11-4-2-3-10(5-11)21-14(26)6-17/h2-5,7-9H,6H2,1H3,(H,21,26)(H2,19,22,23,24)"
CHEMBL6168241,97.35,7.0116640441439495,C=CC(=O)Nc1cccc(Nc2nc(Nc3cnn(C)c3)ncc2Cl)c1,"InChI=1S/C17H16ClN7O/c1-3-15(26)21-11-5-4-6-12(7-11)22-16-14(18)9-19-17(24-16)23-13-8-20-25(2)10-13/h3-10H,1H2,2H3,(H,21,26)(H2,19,22,23,24)"
CHEMBL6169682,65.6,7.18309616062434,Cc1c2ccc(Nc3ncc(Cl)c(Nc4cccc(NC(=O)/C=C/c5ccccc5)c4)n3)cc2nn1C,"InChI=1S/C28H24ClN7O/c1-18-23-13-12-22(16-25(23)35-36(18)2)33-28-30-17-24(29)27(34-28)32-21-10-6-9-20(15-21)31-26(37)14-11-19-7-4-3-5-8-19/h3-17H,1-2H3,(H,31,37)(H2,30,32,33,34)"
CHEMBL939,391.05,6.40776770977599,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,"InChI=1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)"
